Area/1172 Carbon/279.45684814453125
Area/2094 Carbon/939.413818359375
Area/4436 Carbon/231.50238037109375
Area/1318 Carbon/592.7040405273438
Area/4581 Carbon/0.0
Area/3157 Carbon/2570.2744140625
Area/2493 Carbon/1644.570556640625
Area/1124 Carbon/1117.1282958984375
Area/1215 Carbon/948.22119140625
Area/2947 Carbon/486.9108581542969
Area/3530 Carbon/414.8360900878906
Area/2135 Carbon/3203.204833984375
Area/4256 Carbon/0.0
Area/2188 Carbon/537.5380249023438
Area/1476 Carbon/830.2500610351562
Area/647 Carbon/357.7126770019531
Area/2463 Carbon/2038.2491455078125
Area/1974 Carbon/2656.283935546875
Area/567 Carbon/298.60089111328125
Area/455 Carbon/881.39306640625
Area/2236 Carbon/2041.6822509765625
Area/1816 Carbon/1386.7059326171875
Area/2417 Carbon/922.271728515625
Area/1429 Carbon/259.39996337890625
Area/748 Carbon/695.3353271484375
Area/2809 Carbon/4643.400390625
Area/1469 Carbon/1061.54736328125
Area/4661 Carbon/0.0
Area/2621 Carbon/581.43505859375
Area/4963 Carbon/750.0932006835938
Area/701 Carbon/662.576171875
Area/3367 Carbon/820.9655151367188
Area/4821 Carbon/492.4368896484375
Area/1989 Carbon/1085.038330078125
Area/353 Carbon/976.1331176757812
Area/352 Carbon/1068.9215087890625
Area/2816 Carbon/5753.82080078125
Area/2960 Carbon/757.6438598632812
Area/1401 Carbon/818.3482055664062
Area/3804 Carbon/576.26171875
Area/5104 Carbon/0.0
Area/2355 Carbon/326.0976257324219
Area/28 Carbon/270.5429382324219
Area/1836 Carbon/433.2866516113281
Area/1549 Carbon/1172.632080078125
Area/2124 Carbon/1755.68798828125
Area/321 Carbon/159.448974609375
Area/497 Carbon/375.0130920410156
Area/3607 Carbon/253.53994750976562
Area/4706 Carbon/1620.595458984375
Area/2977 Carbon/2346.60791015625
Area/4682 Carbon/0.0
Area/5267 Carbon/0.0
Area/1016 Carbon/584.1806640625
Area/4997 Carbon/0.0
Area/2799 Carbon/1431.9871826171875
Area/1706 Carbon/1342.6805419921875
Area/4738 Carbon/492.7632141113281
Area/308 Carbon/161.19729614257812
Area/3548 Carbon/821.854248046875
Area/3349 Carbon/0.0
Area/4207 Carbon/380.2554626464844
Area/1705 Carbon/1293.922607421875
Area/363 Carbon/538.1470947265625
Area/4718 Carbon/308.1424865722656
Area/801 Carbon/716.6376342773438
Area/1354 Carbon/629.45361328125
Area/260 Carbon/653.1319580078125
Area/1185 Carbon/579.9313354492188
Area/2325 Carbon/1576.6033935546875
Area/4218 Carbon/772.6442260742188
Area/3949 Carbon/315.5050354003906
Area/2905 Carbon/3652.929443359375
Area/2565 Carbon/7611.8994140625
Area/1541 Carbon/1338.952392578125
Area/3646 Carbon/795.655517578125
Area/3556 Carbon/626.6151733398438
Area/223 Carbon/168.71011352539062
Area/3621 Carbon/583.8943481445312
Area/4615 Carbon/0.0
Area/4120 Carbon/326.4654541015625
Area/2872 Carbon/610.8753662109375
Area/245 Carbon/190.24520874023438
Area/2835 Carbon/990.1773071289062
Area/1680 Carbon/911.41552734375
Area/2051 Carbon/2247.7587890625
Area/4346 Carbon/0.0
Area/1150 Carbon/465.6169128417969
Area/3137 Carbon/1184.967529296875
Area/1794 Carbon/1653.8629150390625
Area/3324 Carbon/2207.282470703125
Area/2445 Carbon/286.3868713378906
Area/2615 Carbon/424.99005126953125
Area/1255 Carbon/332.4354553222656
Area/4809 Carbon/282.03302001953125
Area/1430 Carbon/280.9778747558594
Area/2856 Carbon/342.7281494140625
Area/2967 Carbon/1228.6083984375
Area/3020 Carbon/0.0
Area/2599 Carbon/180.10787963867188
Area/4448 Carbon/0.0
Area/2828 Carbon/1935.9674072265625
Area/1026 Carbon/664.5635375976562
Area/3469 Carbon/701.1275634765625
Area/2749 Carbon/1170.3955078125
Area/3645 Carbon/785.2320556640625
Area/4042 Carbon/486.51678466796875
Area/1562 Carbon/1072.6297607421875
Area/341 Carbon/576.4954223632812
Area/2519 Carbon/0.0
Area/2374 Carbon/1371.36474609375
Area/5098 Carbon/0.0
Area/100 Carbon/440.0576171875
Area/3510 Carbon/1327.098876953125
Area/3583 Carbon/0.0
Area/957 Carbon/960.0778198242188
Area/3625 Carbon/679.6072998046875
Area/2172 Carbon/814.2106323242188
Area/3649 Carbon/927.3362426757812
Area/1371 Carbon/1000.3845825195312
Area/3915 Carbon/1153.71923828125
Area/4125 Carbon/414.8633117675781
Area/5042 Carbon/1097.502685546875
Area/4785 Carbon/0.0
Area/4498 Carbon/0.0
Area/1775 Carbon/469.89483642578125
Area/644 Carbon/407.32403564453125
Area/2990 Carbon/2610.23486328125
Area/4900 Carbon/435.37847900390625
Area/3481 Carbon/939.7362060546875
Area/3584 Carbon/0.0
Area/4329 Carbon/1087.980712890625
Area/1480 Carbon/930.8370361328125
Area/2552 Carbon/3340.7431640625
Area/5282 Carbon/32.859649658203125
Area/1311 Carbon/720.7841186523438
Area/3591 Carbon/1468.04833984375
Area/596 Carbon/1027.7376708984375
Area/3224 Carbon/1193.9237060546875
Area/4664 Carbon/0.0
Area/255 Carbon/382.7030334472656
Area/1607 Carbon/459.5090026855469
Area/4561 Carbon/384.30169677734375
Area/2154 Carbon/1698.811767578125
Area/2190 Carbon/463.7770080566406
Area/4836 Carbon/0.0
Area/3581 Carbon/1267.22119140625
Area/3035 Carbon/616.4151611328125
Area/2120 Carbon/1203.614990234375
Area/4569 Carbon/471.1343688964844
Area/3726 Carbon/660.6000366210938
Area/4954 Carbon/63.83382034301758
Area/709 Carbon/919.7246704101562
Area/1986 Carbon/1424.5234375
Area/5121 Carbon/77.62576293945312
Area/925 Carbon/213.01528930664062
Area/3902 Carbon/907.28369140625
Area/2055 Carbon/3116.998779296875
Area/3984 Carbon/721.725830078125
Area/1457 Carbon/1356.5927734375
Area/1611 Carbon/601.6446533203125
Area/1169 Carbon/350.1739807128906
Area/1764 Carbon/1028.0955810546875
Area/4174 Carbon/0.0
Area/4934 Carbon/0.0
Area/2919 Carbon/1038.5869140625
Area/1714 Carbon/1771.068115234375
Area/204 Carbon/508.08111572265625
Area/2116 Carbon/640.23291015625
Area/2442 Carbon/243.81834411621094
Area/5191 Carbon/0.0
Area/4690 Carbon/0.0
Area/2569 Carbon/5141.86328125
Area/1818 Carbon/1330.60546875
Area/2907 Carbon/2909.50634765625
Area/1274 Carbon/638.4533081054688
Area/3365 Carbon/848.1414184570312
Area/2738 Carbon/3848.173095703125
Area/3688 Carbon/0.0
Area/4115 Carbon/0.0
Area/4440 Carbon/0.0
Area/3982 Carbon/622.197265625
Area/722 Carbon/480.244384765625
Area/4678 Carbon/98.57003784179688
Area/1814 Carbon/1546.537353515625
Area/3002 Carbon/1180.08544921875
Area/4175 Carbon/0.0
Area/3242 Carbon/1974.333984375
Area/4341 Carbon/0.0
Area/1424 Carbon/443.8254699707031
Area/4021 Carbon/722.7110595703125
Area/2185 Carbon/527.7532958984375
Area/4556 Carbon/388.06536865234375
Area/4774 Carbon/0.0
Area/3859 Carbon/341.2600402832031
Area/4804 Carbon/267.6383056640625
Area/2019 Carbon/769.775390625
Area/1111 Carbon/664.5635375976562
Area/399 Carbon/223.14410400390625
Area/3163 Carbon/0.0
Area/4251 Carbon/0.0
Area/1127 Carbon/1129.677978515625
Area/1012 Carbon/333.82763671875
Area/142 Carbon/128.25958251953125
Area/3321 Carbon/1982.424072265625
Area/780 Carbon/731.3055419921875
Area/5186 Carbon/0.0
Area/1390 Carbon/855.3168334960938
Area/619 Carbon/729.80078125
Area/243 Carbon/218.4290008544922
Area/3281 Carbon/939.5082397460938
Area/579 Carbon/527.4966430664062
Area/386 Carbon/335.065673828125
Area/1702 Carbon/995.2255249023438
Area/3130 Carbon/918.057373046875
Area/4366 Carbon/0.0
Area/4980 Carbon/327.96087646484375
Area/3380 Carbon/616.5709838867188
Area/3659 Carbon/1476.40087890625
Area/3962 Carbon/862.684814453125
Area/507 Carbon/517.31005859375
Area/5061 Carbon/222.832275390625
Area/4377 Carbon/518.4046020507812
Area/835 Carbon/528.5664672851562
Area/3417 Carbon/1141.61767578125
Area/1786 Carbon/1028.5377197265625
Area/2993 Carbon/2033.39892578125
Area/237 Carbon/159.1718292236328
Area/1501 Carbon/327.49310302734375
Area/868 Carbon/663.8763427734375
Area/4932 Carbon/0.0
Area/3258 Carbon/856.3121337890625
Area/520 Carbon/1269.173095703125
Area/553 Carbon/423.80548095703125
Area/2780 Carbon/409.200439453125
Area/4141 Carbon/407.7136535644531
Area/2027 Carbon/542.2546997070312
Area/1651 Carbon/1147.6162109375
Area/2102 Carbon/650.8399658203125
Area/2161 Carbon/952.0693969726562
Area/531 Carbon/598.2569580078125
Area/4080 Carbon/1007.719482421875
Area/1445 Carbon/742.992431640625
Area/113 Carbon/305.153076171875
Area/5181 Carbon/0.0
Area/86 Carbon/209.5293731689453
Area/1889 Carbon/0.0
Area/4415 Carbon/0.0
Area/4257 Carbon/0.0
Area/5223 Carbon/221.1044921875
Area/4246 Carbon/1048.1737060546875
Area/3197 Carbon/1061.8907470703125
Area/3856 Carbon/544.933837890625
Area/4721 Carbon/266.9218444824219
Area/2009 Carbon/797.0117797851562
Area/2986 Carbon/3176.15966796875
Area/4066 Carbon/571.3822631835938
Area/2354 Carbon/358.406982421875
Area/2075 Carbon/1012.85107421875
Area/2077 Carbon/769.9028930664062
Area/3325 Carbon/2079.563232421875
Area/181 Carbon/579.0156860351562
Area/5154 Carbon/408.5757751464844
Area/3762 Carbon/0.0
Area/3109 Carbon/948.9234008789062
Area/732 Carbon/334.7380065917969
Area/2524 Carbon/236.55059814453125
Area/916 Carbon/624.2369384765625
Area/5239 Carbon/0.0
Area/4010 Carbon/0.0
Area/4349 Carbon/358.6731872558594
Area/3400 Carbon/1588.4710693359375
Area/2207 Carbon/1701.972412109375
Area/3425 Carbon/1158.4884033203125
Area/4489 Carbon/679.464599609375
Area/3009 Carbon/604.7772827148438
Area/1157 Carbon/195.52769470214844
Area/3806 Carbon/530.3729858398438
Area/2666 Carbon/1107.3724365234375
Area/1935 Carbon/840.0404663085938
Area/4975 Carbon/222.37863159179688
Area/4916 Carbon/0.0
Area/4761 Carbon/83.13966369628906
Area/2129 Carbon/2224.700927734375
Area/3874 Carbon/487.5415954589844
Area/1432 Carbon/255.1935272216797
Area/2556 Carbon/5565.630859375
Area/849 Carbon/730.1054077148438
Area/1239 Carbon/280.9718017578125
Area/2443 Carbon/263.74652099609375
Area/4022 Carbon/716.193359375
Area/2361 Carbon/325.23016357421875
Area/3623 Carbon/615.2158203125
Area/3007 Carbon/736.17236328125
Area/1479 Carbon/822.678466796875
Area/4443 Carbon/0.0
Area/2812 Carbon/5400.4208984375
Area/265 Carbon/687.6167602539062
Area/765 Carbon/876.0596923828125
Area/1641 Carbon/1152.6826171875
Area/2925 Carbon/645.0361938476562
Area/504 Carbon/278.8509521484375
Area/2574 Carbon/2243.388427734375
Area/1003 Carbon/415.5998840332031
Area/4117 Carbon/330.8571472167969
Area/2560 Carbon/6881.57080078125
Area/956 Carbon/932.9871215820312
Area/5123 Carbon/76.58995056152344
Area/5225 Carbon/253.52491760253906
Area/4597 Carbon/137.19444274902344
Area/1778 Carbon/564.0549926757812
Area/3921 Carbon/1519.6387939453125
Area/3632 Carbon/815.7367553710938
Area/3047 Carbon/949.81591796875
Area/687 Carbon/1225.716064453125
Area/4530 Carbon/0.0
Area/1529 Carbon/726.344970703125
Area/387 Carbon/301.38739013671875
Area/852 Carbon/848.1436157226562
Area/4601 Carbon/0.0
Area/1905 Carbon/1024.5867919921875
Area/3146 Carbon/2254.07666015625
Area/1748 Carbon/322.58880615234375
Area/931 Carbon/618.4854125976562
Area/3813 Carbon/763.9965209960938
Area/4674 Carbon/0.0
Area/3482 Carbon/1043.328369140625
Area/1220 Carbon/844.233154296875
Area/4179 Carbon/0.0
Area/3988 Carbon/972.2681884765625
Area/3527 Carbon/0.0
Area/2628 Carbon/1127.913330078125
Area/747 Carbon/691.9515380859375
Area/4549 Carbon/400.6079406738281
Area/3231 Carbon/1973.017333984375
Area/5283 Carbon/35.90962600708008
Area/185 Carbon/538.4777221679688
Area/269 Carbon/654.2697143554688
Area/2617 Carbon/469.387451171875
Area/23 Carbon/257.2346496582031
Area/3125 Carbon/613.9415893554688
Area/2765 Carbon/290.3921203613281
Area/1109 Carbon/660.1978759765625
Area/4003 Carbon/1417.175048828125
Area/1832 Carbon/400.37738037109375
Area/922 Carbon/256.012939453125
Area/3878 Carbon/810.4466552734375
Area/1102 Carbon/669.5350952148438
Area/1268 Carbon/510.5666809082031
Area/112 Carbon/315.930908203125
Area/1940 Carbon/557.8385009765625
Area/4004 Carbon/0.0
Area/1912 Carbon/652.6472778320312
Area/4423 Carbon/0.0
Area/2232 Carbon/3349.705322265625
Area/1998 Carbon/602.36572265625
Area/2822 Carbon/3368.4052734375
Area/2577 Carbon/1558.185791015625
Area/740 Carbon/326.1524353027344
Area/4036 Carbon/322.9245910644531
Area/3411 Carbon/1719.7841796875
Area/5126 Carbon/896.8792114257812
Area/1578 Carbon/236.22633361816406
Area/543 Carbon/1001.7417602539062
Area/1446 Carbon/731.9000854492188
Area/3719 Carbon/631.5074462890625
Area/2592 Carbon/692.6612548828125
Area/314 Carbon/136.8338623046875
Area/2728 Carbon/5735.94775390625
Area/3054 Carbon/1327.938720703125
Area/4763 Carbon/0.0
Area/1353 Carbon/570.7142333984375
Area/3631 Carbon/882.9263916015625
Area/5072 Carbon/516.7265625
Area/3381 Carbon/671.93212890625
Area/4074 Carbon/1081.578369140625
Area/5106 Carbon/0.0
Area/3789 Carbon/455.0589904785156
Area/3039 Carbon/589.9533081054688
Area/2696 Carbon/350.9703063964844
Area/388 Carbon/267.47821044921875
Area/961 Carbon/950.5238037109375
Area/4582 Carbon/0.0
Area/212 Carbon/0.0
Area/696 Carbon/723.7017822265625
Area/4028 Carbon/155.52598571777344
Area/1104 Carbon/634.8563842773438
Area/2779 Carbon/385.5674133300781
Area/3493 Carbon/1662.955078125
Area/3220 Carbon/1026.4197998046875
Area/316 Carbon/140.1134796142578
Area/2825 Carbon/2564.549072265625
Area/2583 Carbon/1135.2210693359375
Area/4508 Carbon/0.0
Area/4790 Carbon/2121.80029296875
Area/464 Carbon/514.9282836914062
Area/2618 Carbon/501.85858154296875
Area/345 Carbon/780.67919921875
Area/3438 Carbon/0.0
Area/3916 Carbon/1153.71923828125
Area/904 Carbon/210.2534637451172
Area/2303 Carbon/4029.046630859375
Area/2902 Carbon/4220.20068359375
Area/83 Carbon/143.14028930664062
Area/3759 Carbon/0.0
Area/1664 Carbon/277.9073791503906
Area/1728 Carbon/1136.37646484375
Area/4292 Carbon/402.2884216308594
Area/1904 Carbon/1118.441650390625
Area/4509 Carbon/0.0
Area/4760 Carbon/79.88069915771484
Area/2895 Carbon/4222.86279296875
Area/3718 Carbon/686.6724853515625
Area/1618 Carbon/916.4384765625
Area/2721 Carbon/3016.393310546875
Area/719 Carbon/569.5232543945312
Area/2379 Carbon/2104.847412109375
Area/2153 Carbon/1855.3226318359375
Area/4235 Carbon/655.0040283203125
Area/3354 Carbon/0.0
Area/1070 Carbon/254.31158447265625
Area/2502 Carbon/930.678955078125
Area/92 Carbon/355.9822082519531
Area/3799 Carbon/815.3305053710938
Area/954 Carbon/878.8928833007812
Area/3554 Carbon/641.47314453125
Area/1948 Carbon/703.1331787109375
Area/1540 Carbon/1285.470947265625
Area/5264 Carbon/0.0
Area/3240 Carbon/2520.097412109375
Area/146 Carbon/114.227294921875
Area/1709 Carbon/1512.6259765625
Area/85 Carbon/203.04393005371094
Area/5208 Carbon/770.0826416015625
Area/1133 Carbon/874.4471435546875
Area/1188 Carbon/626.1201171875
Area/2342 Carbon/754.0288696289062
Area/3148 Carbon/2518.297607421875
Area/3386 Carbon/803.7321166992188
Area/135 Carbon/205.38047790527344
Area/5202 Carbon/66.6147689819336
Area/3139 Carbon/1295.3258056640625
Area/985 Carbon/245.89242553710938
Area/3643 Carbon/736.17236328125
Area/2702 Carbon/508.00054931640625
Area/4452 Carbon/473.99957275390625
Area/27 Carbon/241.71112060546875
Area/1368 Carbon/867.8875732421875
Area/2203 Carbon/1041.2049560546875
Area/4263 Carbon/0.0
Area/3473 Carbon/722.09716796875
Area/358 Carbon/658.4867553710938
Area/4188 Carbon/540.3931884765625
Area/3111 Carbon/1165.7718505859375
Area/1880 Carbon/1787.319091796875
Area/2933 Carbon/0.0
Area/511 Carbon/795.0587768554688
Area/662 Carbon/602.2860107421875
Area/2795 Carbon/967.003662109375
Area/1030 Carbon/693.261474609375
Area/5091 Carbon/0.0
Area/4393 Carbon/407.1787109375
Area/3724 Carbon/611.2528686523438
Area/2912 Carbon/1850.2969970703125
Area/1975 Carbon/0.0
Area/2191 Carbon/447.8418273925781
Area/4536 Carbon/1008.1239013671875
Area/4409 Carbon/1120.8465576171875
Area/3036 Carbon/590.9927368164062
Area/430 Carbon/1017.4349975585938
Area/4673 Carbon/0.0
Area/1538 Carbon/1150.1251220703125
Area/4551 Carbon/382.8419189453125
Area/4052 Carbon/720.547119140625
Area/470 Carbon/355.3829650878906
Area/2367 Carbon/558.3739013671875
Area/3228 Carbon/1575.347412109375
Area/4462 Carbon/570.6865234375
Area/786 Carbon/751.7777709960938
Area/123 Carbon/466.94049072265625
Area/1247 Carbon/237.08181762695312
Area/4933 Carbon/0.0
Area/4955 Carbon/60.89118957519531
Area/2719 Carbon/2567.21826171875
Area/4318 Carbon/626.804443359375
Area/2418 Carbon/918.057373046875
Area/4554 Carbon/376.02606201171875
Area/1282 Carbon/776.9133911132812
Area/2684 Carbon/0.0
Area/989 Carbon/163.90309143066406
Area/3311 Carbon/1390.0009765625
Area/533 Carbon/617.8875732421875
Area/4298 Carbon/656.5027465820312
Area/3974 Carbon/413.76318359375
Area/5221 Carbon/223.27383422851562
Area/4962 Carbon/818.9531860351562
Area/1584 Carbon/304.61676025390625
Area/2626 Carbon/875.2222900390625
Area/422 Carbon/420.96258544921875
Area/5034 Carbon/0.0
Area/4647 Carbon/434.94940185546875
Area/3619 Carbon/558.4098510742188
Area/3546 Carbon/794.179931640625
Area/4431 Carbon/308.1050109863281
Area/177 Carbon/463.877685546875
Area/652 Carbon/322.9820556640625
Area/1251 Carbon/286.9943542480469
Area/1489 Carbon/475.7296447753906
Area/4886 Carbon/254.78421020507812
Area/2002 Carbon/661.8128662109375
Area/3877 Carbon/643.5707397460938
Area/3067 Carbon/2584.62109375
Area/4857 Carbon/0.0
Area/3235 Carbon/2041.6214599609375
Area/4520 Carbon/173.96707153320312
Area/1143 Carbon/646.5687866210938
Area/4802 Carbon/275.02752685546875
Area/1928 Carbon/1408.6824951171875
Area/2546 Carbon/1598.3292236328125
Area/1524 Carbon/632.2938842773438
Area/2448 Carbon/402.74969482421875
Area/2058 Carbon/2731.77001953125
Area/4947 Carbon/0.0
Area/4621 Carbon/1247.8287353515625
Area/2678 Carbon/567.334228515625
Area/771 Carbon/1072.179443359375
Area/4915 Carbon/0.0
Area/3452 Carbon/694.3402709960938
Area/1502 Carbon/398.08782958984375
Area/3929 Carbon/0.0
Area/4973 Carbon/202.1118927001953
Area/4772 Carbon/0.0
Area/3046 Carbon/890.4830322265625
Area/1617 Carbon/899.486572265625
Area/1010 Carbon/206.69801330566406
Area/2581 Carbon/1231.987060546875
Area/1411 Carbon/238.767822265625
Area/1868 Carbon/975.0475463867188
Area/2685 Carbon/0.0
Area/3539 Carbon/660.8468627929688
Area/476 Carbon/261.0320129394531
Area/3218 Carbon/1059.9075927734375
Area/2724 Carbon/4694.47802734375
Area/544 Carbon/984.4592895507812
Area/942 Carbon/737.6307373046875
Area/1918 Carbon/534.669921875
Area/4992 Carbon/341.228515625
Area/1608 Carbon/487.4424133300781
Area/552 Carbon/453.3772277832031
Area/1908 Carbon/760.5584106445312
Area/2638 Carbon/3435.343994140625
Area/1205 Carbon/1070.1553955078125
Area/2117 Carbon/817.7589721679688
Area/2580 Carbon/1304.184814453125
Area/441 Carbon/897.5310668945312
Area/183 Carbon/593.197265625
Area/2246 Carbon/1065.64111328125
Area/884 Carbon/740.5361328125
Area/1662 Carbon/298.31329345703125
Area/78 Carbon/155.56021118164062
Area/3230 Carbon/1869.674560546875
Area/230 Carbon/119.93252563476562
Area/728 Carbon/419.845703125
Area/1098 Carbon/390.8136901855469
Area/2643 Carbon/6796.29931640625
Area/2829 Carbon/1743.35205078125
Area/524 Carbon/1055.9622802734375
Area/239 Carbon/183.50267028808594
Area/1425 Carbon/443.8416748046875
Area/3555 Carbon/621.4976196289062
Area/322 Carbon/173.695556640625
Area/620 Carbon/752.227294921875
Area/3190 Carbon/0.0
Area/2535 Carbon/558.5447998046875
Area/3964 Carbon/1019.8405151367188
Area/3276 Carbon/893.4489135742188
Area/1307 Carbon/895.2672729492188
Area/5217 Carbon/350.19329833984375
Area/3712 Carbon/789.1405029296875
Area/1640 Carbon/1111.63330078125
Area/1531 Carbon/758.8407592773438
Area/711 Carbon/924.4993286132812
Area/1117 Carbon/843.8330078125
Area/2675 Carbon/703.6582641601562
Area/2510 Carbon/615.46240234375
Area/3884 Carbon/695.0946044921875
Area/4459 Carbon/496.89239501953125
Area/3407 Carbon/2078.042236328125
Area/4679 Carbon/103.08389282226562
Area/2790 Carbon/668.8888549804688
Area/2983 Carbon/2584.62109375
Area/1366 Carbon/802.9765014648438
Area/1397 Carbon/917.25390625
Area/2420 Carbon/914.870849609375
Area/2056 Carbon/3118.171142578125
Area/2763 Carbon/455.1694641113281
Area/1331 Carbon/242.432373046875
Area/1556 Carbon/1155.2901611328125
Area/637 Carbon/501.4357604980469
Area/639 Carbon/430.7754211425781
Area/483 Carbon/251.773681640625
Area/1857 Carbon/548.302001953125
Area/3412 Carbon/1437.8675537109375
Area/1304 Carbon/849.42138671875
Area/1833 Carbon/414.5991516113281
Area/5144 Carbon/221.1810302734375
Area/2231 Carbon/4415.861328125
Area/4704 Carbon/1964.3480224609375
Area/3943 Carbon/295.6128234863281
Area/1228 Carbon/584.4759521484375
Area/1619 Carbon/967.4880981445312
Area/2798 Carbon/1298.9356689453125
Area/4511 Carbon/0.0
Area/3278 Carbon/889.1342163085938
Area/5004 Carbon/0.0
Area/3182 Carbon/0.0
Area/4335 Carbon/0.0
Area/3518 Carbon/0.0
Area/4559 Carbon/352.6507263183594
Area/634 Carbon/0.0
Area/2590 Carbon/742.1788940429688
Area/2847 Carbon/418.5986022949219
Area/498 Carbon/298.6090087890625
Area/3203 Carbon/628.2238159179688
Area/3327 Carbon/1783.01708984375
Area/282 Carbon/563.30419921875
Area/465 Carbon/0.0
Area/518 Carbon/1326.446044921875
Area/5245 Carbon/0.0
Area/2035 Carbon/930.7249755859375
Area/3918 Carbon/1298.318359375
Area/3188 Carbon/0.0
Area/1916 Carbon/575.7687377929688
Area/1849 Carbon/1012.5018920898438
Area/2334 Carbon/922.271728515625
Area/1112 Carbon/672.1192626953125
Area/1734 Carbon/1254.4378662109375
Area/2630 Carbon/1520.2491455078125
Area/2300 Carbon/3240.244873046875
Area/4472 Carbon/396.7518310546875
Area/187 Carbon/534.1217651367188
Area/4326 Carbon/1299.30224609375
Area/2867 Carbon/548.872802734375
Area/774 Carbon/982.3510131835938
Area/2981 Carbon/2853.927734375
Area/2391 Carbon/5245.5302734375
Area/791 Carbon/881.1737060546875
Area/1653 Carbon/860.9326171875
Area/5244 Carbon/0.0
Area/3301 Carbon/914.8383178710938
Area/3580 Carbon/1255.2498779296875
Area/4266 Carbon/399.2181701660156
Area/2653 Carbon/0.0
Area/3838 Carbon/1398.7252197265625
Area/2924 Carbon/742.918212890625
Area/4386 Carbon/474.7829895019531
Area/3662 Carbon/26570.982421875
Area/976 Carbon/503.94671630859375
Area/410 Carbon/230.4664764404297
Area/5113 Carbon/0.0
Area/3824 Carbon/1134.351318359375
Area/4516 Carbon/214.5489501953125
Area/2438 Carbon/297.6423645019531
Area/3588 Carbon/1266.47021484375
Area/2781 Carbon/455.99951171875
Area/4688 Carbon/0.0
Area/2855 Carbon/0.0
Area/4192 Carbon/222.16806030273438
Area/2808 Carbon/4477.0126953125
Area/3008 Carbon/713.5615234375
Area/5043 Carbon/1048.5875244140625
Area/425 Carbon/631.5750122070312
Area/1009 Carbon/174.56884765625
Area/3553 Carbon/641.9486694335938
Area/2206 Carbon/1491.961669921875
Area/5175 Carbon/0.0
Area/3051 Carbon/1195.373046875
Area/3751 Carbon/1498.95849609375
Area/3603 Carbon/0.0
Area/1297 Carbon/1100.3052978515625
Area/207 Carbon/479.9967346191406
Area/928 Carbon/416.48480224609375
Area/1695 Carbon/593.313232421875
Area/4323 Carbon/884.5956420898438
Area/1829 Carbon/432.0980529785156
Area/5093 Carbon/0.0
Area/5262 Carbon/0.0
Area/2321 Carbon/2269.874267578125
Area/1900 Carbon/1386.5003662109375
Area/2204 Carbon/1200.194091796875
Area/2038 Carbon/1271.0208740234375
Area/559 Carbon/347.802734375
Area/2345 Carbon/687.8011474609375
Area/941 Carbon/727.6869506835938
Area/4475 Carbon/370.8819885253906
Area/3869 Carbon/335.4521789550781
Area/1341 Carbon/294.3498840332031
Area/1921 Carbon/576.8735961914062
Area/919 Carbon/517.5048828125
Area/2543 Carbon/1155.980224609375
Area/4354 Carbon/336.76495361328125
Area/5016 Carbon/0.0
Area/4060 Carbon/432.3069763183594
Area/4716 Carbon/368.8396911621094
Area/3429 Carbon/0.0
Area/592 Carbon/639.5093383789062
Area/4304 Carbon/563.0614013671875
Area/395 Carbon/206.3274688720703
Area/3756 Carbon/1247.2376708984375
Area/332 Carbon/163.40069580078125
Area/1360 Carbon/743.07275390625
Area/5167 Carbon/0.0
Area/1021 Carbon/709.1376342773438
Area/2414 Carbon/1170.8699951171875
Area/200 Carbon/446.4334411621094
Area/1082 Carbon/362.57733154296875
Area/3837 Carbon/1549.5321044921875
Area/3892 Carbon/512.3482055664062
Area/1451 Carbon/834.867919921875
Area/1139 Carbon/847.0859985351562
Area/3601 Carbon/0.0
Area/3630 Carbon/882.1340942382812
Area/4762 Carbon/0.0
Area/4302 Carbon/664.4122314453125
Area/1789 Carbon/1430.288818359375
Area/2705 Carbon/587.4271850585938
Area/798 Carbon/879.4388427734375
Area/2527 Carbon/273.15106201171875
Area/2585 Carbon/1055.74755859375
Area/5076 Carbon/0.0
Area/2703 Carbon/534.5985717773438
Area/2511 Carbon/547.531982421875
Area/3701 Carbon/416.56982421875
Area/2267 Carbon/0.0
Area/1657 Carbon/588.9596557617188
Area/4038 Carbon/365.90606689453125
Area/1031 Carbon/746.2395629882812
Area/2357 Carbon/299.2840576171875
Area/4315 Carbon/517.05517578125
Area/2439 Carbon/267.7983703613281
Area/2480 Carbon/7344.80078125
Area/1131 Carbon/929.2640991210938
Area/1572 Carbon/548.425048828125
Area/2711 Carbon/921.0409545898438
Area/2772 Carbon/306.71270751953125
Area/1165 Carbon/283.4444274902344
Area/2531 Carbon/391.8092346191406
Area/2053 Carbon/2965.897705078125
Area/3568 Carbon/1134.351318359375
Area/5024 Carbon/0.0
Area/3449 Carbon/805.1854248046875
Area/3013 Carbon/361.4815673828125
Area/5001 Carbon/0.0
Area/4027 Carbon/187.84906005859375
Area/3669 Carbon/1516.323974609375
Area/2868 Carbon/582.3257446289062
Area/994 Carbon/255.1935272216797
Area/236 Carbon/142.26039123535156
Area/4252 Carbon/0.0
Area/1834 Carbon/428.66961669921875
Area/5270 Carbon/0.0
Area/2888 Carbon/2260.40380859375
Area/5109 Carbon/0.0
Area/1264 Carbon/248.60003662109375
Area/3173 Carbon/926.8131103515625
Area/1394 Carbon/790.3788452148438
Area/4749 Carbon/0.0
Area/172 Carbon/293.3624572753906
Area/159 Carbon/235.87962341308594
Area/390 Carbon/231.77645874023438
